OBJECTID,DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA
565,2021/11/08 00:00:00+00,Testing,2289490,652769,65094,1193,34985,Hospitals,345,73,440,141,299,44,14,2028,Public Safety - FEMS,557,13,554,12,25,4993,Public Safety - MPD,880,29,848,0,29,2924,2,Public Safety - DOC - Personnel,244,7,234,0,7,256,3,Public Safety - DOC -Residents,334,0,319,98,98,1443,1,Public Safety - DYRS - Personnel,88,4,83,2,6,301,1,Public Safety - DYRS -Residents,52,4,48,7,11,114,0,Public Safety - OUC -Personnel,75,2,73,0,2,180,Human Services - DHS,642,,,25,Saint Elizabeths Hospital (SEH-Personnel),285,0,5,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,248,,44,DCPS Students Particpating in In-Person Activities,836,,189
566,2021/11/09 00:00:00+00,Testing,2294689,653469,65159,1193,34985,Hospitals,345,54,440,136,304,47,14,2189,Public Safety - FEMS,557,13,554,12,25,4993,Public Safety - MPD,880,29,848,0,29,2924,2,Public Safety - DOC - Personnel,244,7,234,0,7,256,3,Public Safety - DOC -Residents,334,0,319,98,98,1443,1,Public Safety - DYRS - Personnel,88,4,83,2,6,301,1,Public Safety - DYRS -Residents,52,4,48,7,11,114,0,Public Safety - OUC -Personnel,75,2,73,0,2,180,Human Services - DHS,643,36,33,25,Saint Elizabeths Hospital (SEH-Personnel),285,0,5,459,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,198,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,253,,55,DCPS Students Particpating in In-Person Activities,848,,249
567,2021/11/14 00:00:00+00,Testing,2323010,656822,65623,1194,34985,Hospitals,345,60,440,129,311,47,12,2229,Public Safety - FEMS,0,13,554,12,25,4993,Public Safety - MPD,880,29,848,0,29,2924,2,Public Safety - DOC - Personnel,244,7,234,0,7,256,3,Public Safety - DOC -Residents,334,0,319,97,97,1300,1,Public Safety - DYRS - Personnel,88,4,83,2,6,301,1,Public Safety - DYRS -Residents,52,4,48,7,7,118,0,Public Safety - OUC -Personnel,75,2,73,0,2,180,Human Services - DHS,643,25,23,25,Saint Elizabeths Hospital (SEH-Personnel),287,0,6,460,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,201,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,73,2,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,257,,72,DCPS Students Particpating in In-Person Activities,871,,373
568,2021/11/15 00:00:00+00,Testing,2327397,657623,65707,1195,34985,Hospitals,345,83,440,131,309,41,10,1974,Public Safety - FEMS,563,17,546,8,25,4996,Public Safety - MPD,91,30,858,7,37,2930,2,Public Safety - DOC - Personnel,244,3,238,0,3,256,3,Public Safety - DOC -Residents,335,1,319,95,96,1310,1,Public Safety - DYRS - Personnel,90,6,83,1,7,302,1,Public Safety - DYRS -Residents,53,5,48,11,16,118,0,Public Safety - OUC -Personnel,75,2,73,1,3,180,Human Services - DHS,649,,,25,Saint Elizabeths Hospital (SEH-Personnel),287,0,5,460,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,201,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,74,3,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,265,,87,DCPS Students Particpating in In-Person Activities,891,,398
569,2021/11/16 00:00:00+00,Testing,2333963,658763,65793,1195,34985,Hospitals,345,46,440,149,291,49,11,2133,Public Safety - FEMS,563,17,546,8,25,4996,Public Safety - MPD,91,30,858,7,37,2930,2,Public Safety - DOC - Personnel,244,3,238,0,3,256,3,Public Safety - DOC -Residents,335,1,319,95,96,1310,1,Public Safety - DYRS - Personnel,90,6,83,1,7,302,1,Public Safety - DYRS -Residents,53,5,48,11,16,118,0,Public Safety - OUC -Personnel,75,2,73,1,3,180,Human Services - DHS,649,,,25,Saint Elizabeths Hospital (SEH-Personnel),287,0,5,460,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,201,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,74,3,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,268,,92,DCPS Students Particpating in In-Person Activities,909,,551
570,2021/11/17 00:00:00+00,Testing,2342474,659906,65889,1196,34985,Hospitals,345,57,440,159,281,46,11,2200,Public Safety - FEMS,563,17,546,8,25,4996,Public Safety - MPD,91,30,858,7,37,2930,2,Public Safety - DOC - Personnel,244,3,238,0,3,256,3,Public Safety - DOC -Residents,335,1,319,95,96,1310,1,Public Safety - DYRS - Personnel,90,6,83,1,7,302,1,Public Safety - DYRS -Residents,53,5,48,11,16,118,0,Public Safety - OUC -Personnel,75,2,73,1,3,180,Human Services - DHS,649,,,25,Saint Elizabeths Hospital (SEH-Personnel),289,0,6,461,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,200,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,74,3,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,271,,104,DCPS Students Particpating in In-Person Activities,921,,687
571,2021/11/18 00:00:00+00,Testing,2354083,659906,66028,1196,34985,Hospitals,345,52,440,150,290,46,15,2229,Public Safety - FEMS,563,17,546,8,25,4996,Public Safety - MPD,891,30,858,7,37,2930,2,Public Safety - DOC - Personnel,244,3,238,0,3,256,3,Public Safety - DOC -Residents,335,1,319,74,75,1276,1,Public Safety - DYRS - Personnel,90,6,83,1,7,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,75,2,73,1,3,180,Human Services - DHS,653,35,32,26,Saint Elizabeths Hospital (SEH-Personnel),289,0,6,461,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,200,89,17,Human Services - DDS,446,371,65,Human Services - CFSA,74,3,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,274,,104,DCPS Students Particpating in In-Person Activities,934,,771
572,2021/11/19 00:00:00+00,Testing,2365023,662268,66347,1196,34985,Hospitals,345,53,440,138,302,46,15,2019,Public Safety - FEMS,563,17,546,8,25,4996,Public Safety - MPD,891,30,858,7,37,2930,2,Public Safety - DOC - Personnel,244,3,238,0,3,256,3,Public Safety - DOC -Residents,335,1,319,74,75,1276,1,Public Safety - DYRS - Personnel,90,6,83,1,7,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,75,2,73,1,3,180,Human Services - DHS,653,35,32,25,Saint Elizabeths Hospital (SEH-Personnel),290,1,7,461,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,447,371,65,Human Services - CFSA,74,3,250,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,276,,106,DCPS Students Particpating in In-Person Activities,946,,825
573,2021/11/22 00:00:00+00,Testing,2374244,663883,66433,1196,34985,Hospitals,345,63,440,142,298,53,14,1985,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,656,,,25,Saint Elizabeths Hospital (SEH-Personnel),290,1,7,461,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,287,,140,DCPS Students Particpating in In-Person Activities,962,,688
574,2021/11/23 00:00:00+00,Testing,2378887,664598,66510,1196,34985,Hospitals,345,66,440,151,298,58,14,2043,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,661,,,25,Saint Elizabeths Hospital (SEH-Personnel),291,0,6,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,289,,168,DCPS Students Particpating in In-Person Activities,974,,819
575,2021/11/24 00:00:00+00,Testing,2387822,665638,66857,1196,34985,Hospitals,345,62,440,142,298,49,10,1859,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,661,26,27,25,Saint Elizabeths Hospital (SEH-Personnel),291,0,6,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
576,2021/11/25 00:00:00+00,Testing,2387822,665638,66857,1196,34985,Hospitals,345,64,440,139,301,49,10,1859,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,661,23,24,25,Saint Elizabeths Hospital (SEH-Personnel),291,0,6,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
577,2021/11/26 00:00:00+00,Testing,2387822,665638,66857,1196,34985,Hospitals,345,78,440,145,295,49,10,1859,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,661,23,24,25,Saint Elizabeths Hospital (SEH-Personnel),291,0,6,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
578,2021/11/27 00:00:00+00,Testing,2387822,665638,66857,1196,34985,Hospitals,345,78,440,145,295,49,10,1859,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,661,22,23,25,Saint Elizabeths Hospital (SEH-Personnel),,,,,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),,,,,,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
579,2021/11/28 00:00:00+00,Testing,2387822,665638,66857,1196,34985,Hospitals,345,80,440,143,298,49,10,1859,Public Safety - FEMS,567,18,549,4,22,5004,Public Safety - MPD,902,31,868,17,48,2934,2,Public Safety - DOC - Personnel,244,3,239,0,2,461,3,Public Safety - DOC -Residents,335,1,319,93,94,1283,1,Public Safety - DYRS - Personnel,96,12,84,1,13,302,1,Public Safety - DYRS -Residents,54,6,48,11,17,118,0,Public Safety - OUC -Personnel,76,1,75,1,2,179,Human Services - DHS,661,22,23,25,Saint Elizabeths Hospital (SEH-Personnel),,,,,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),,,,,,Human Services - DDS,447,371,66,Human Services - CFSA,76,1,258,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
580,2021/11/29 00:00:00+00,Testing,2393203,666876,66912,1196,34985,Hospitals,345,76,440,143,297,86,64,1935,Public Safety - FEMS,569,13,555,3,16,5004,Public Safety - MPD,906,23,878,10,33,2938,2,Public Safety - DOC - Personnel,245,1,241,0,1,463,3,Public Safety - DOC -Residents,336,1,310,198,199,1143,1,Public Safety - DYRS - Personnel,97,12,84,1,13,304,1,Public Safety - DYRS -Residents,54,3,51,11,14,121,0,Public Safety - OUC -Personnel,79,4,75,1,5,179,Human Services - DHS,661,,,25,Saint Elizabeths Hospital (SEH-Personnel),292,0,4,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,77,1,259,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,301,,64,DCPS Students Particpating in In-Person Activities,990,,198
581,2021/11/30 00:00:00+00,Testing,2400733,667826,67047,1196,34985,Hospitals,345,62,440,156,284,64,7,2076,Public Safety - FEMS,569,13,555,3,16,5004,Public Safety - MPD,906,23,878,10,33,2938,2,Public Safety - DOC - Personnel,245,1,241,0,1,463,3,Public Safety - DOC -Residents,336,1,310,198,199,1143,1,Public Safety - DYRS - Personnel,97,12,84,1,13,304,1,Public Safety - DYRS -Residents,54,3,51,11,14,121,0,Public Safety - OUC -Personnel,79,4,75,1,5,179,Human Services - DHS,662,19,19,25,Saint Elizabeths Hospital (SEH-Personnel),292,0,4,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,196,89,17,Human Services - DDS,447,371,66,Human Services - CFSA,77,1,259,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,309,,101,DCPS Students Particpating in In-Person Activities,1004,,301
582,2021/12/01 00:00:00+00,Testing,2410575,668611,67173,1197,34985,Hospitals,345,72,440,164,276,72,15,2152,Public Safety - FEMS,569,13,555,3,16,5004,Public Safety - MPD,906,23,878,10,33,2938,2,Public Safety - DOC - Personnel,245,1,241,0,1,463,3,Public Safety - DOC -Residents,336,1,310,198,199,1143,1,Public Safety - DYRS - Personnel,97,12,84,1,13,304,1,Public Safety - DYRS -Residents,54,3,51,11,14,121,0,Public Safety - OUC -Personnel,79,4,75,1,5,179,Human Services - DHS,662,19,19,25,Saint Elizabeths Hospital (SEH-Personnel),292,0,4,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,195,89,17,Human Services - DDS,449,371,66,Human Services - CFSA,77,1,259,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,314,,121,DCPS Students Particpating in In-Person Activities,1021,,447
583,2021/12/02 00:00:00+00,Testing,2424221,669919,67430,1197,34985,Hospitals,345,69,440,148,292,72,19,2131,Public Safety - FEMS,569,13,555,3,16,5004,Public Safety - MPD,906,23,878,10,33,2938,2,Public Safety - DOC - Personnel,245,1,241,0,1,463,3,Public Safety - DOC -Residents,336,1,320,200,201,1127,1,Public Safety - DYRS - Personnel,97,12,84,1,13,304,1,Public Safety - DYRS -Residents,54,0,54,0,0,135,0,Public Safety - OUC -Personnel,79,4,75,1,5,179,Human Services - DHS,662,19,19,25,Saint Elizabeths Hospital (SEH-Personnel),292,0,4,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,449,371,66,Human Services - CFSA,77,1,259,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,319,,145,DCPS Students Particpating in In-Person Activities,1037,,546
584,2021/12/03 00:00:00+00,Testing,2438570,671463,67996,1197,34985,Hospitals,345,46,440,145,295,80,16,2160,Public Safety - FEMS,569,13,555,3,16,5004,Public Safety - MPD,906,23,878,10,33,2938,2,Public Safety - DOC - Personnel,245,1,241,0,1,463,3,Public Safety - DOC -Residents,336,1,320,200,201,1127,1,Public Safety - DYRS - Personnel,97,12,84,1,13,304,1,Public Safety - DYRS -Residents,54,0,54,0,0,135,0,Public Safety - OUC -Personnel,79,4,75,1,5,179,Human Services - DHS,664,15,14,25,Saint Elizabeths Hospital (SEH-Personnel),293,0,6,462,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,199,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,77,1,259,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,323,,121,DCPS Students Particpating in In-Person Activities,1054,,541
585,2021/12/06 00:00:00+00,Testing,2438570,671463,67996,1197,34985,Hospitals,345,68,440,138,302,74,16,2047,Public Safety - FEMS,577,18,559,8,26,5015,Public Safety - MPD,917,17,898,15,32,2946,2,Public Safety - DOC - Personnel,246,2,241,0,2,463,3,Public Safety - DOC -Residents,336,1,320,198,199,1145,1,Public Safety - DYRS - Personnel,97,10,86,0,10,307,1,Public Safety - DYRS -Residents,55,1,54,0,1,135,0,Public Safety - OUC -Personnel,79,3,76,1,4,180,Human Services - DHS,666,16,15,25,Saint Elizabeths Hospital (SEH-Personnel),293,0,5,464,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,200,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,79,2,260,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,331,,156,DCPS Students Particpating in In-Person Activities,1082,,752
586,2021/12/07 00:00:00+00,Testing,2453808,674062,68262,1197,34985,Hospitals,345,57,440,149,291,101,21,2145,Public Safety - FEMS,577,18,559,8,26,5015,Public Safety - MPD,917,17,898,15,32,2946,2,Public Safety - DOC - Personnel,246,2,241,0,2,463,3,Public Safety - DOC -Residents,336,1,320,198,199,1145,1,Public Safety - DYRS - Personnel,97,10,86,0,10,307,1,Public Safety - DYRS -Residents,55,1,54,0,1,135,0,Public Safety - OUC -Personnel,79,3,76,1,4,180,Human Services - DHS,666,,,25,Saint Elizabeths Hospital (SEH-Personnel),293,0,5,464,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),107,0,200,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,79,2,260,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,334,,174,DCPS Students Particpating in In-Person Activities,1099,,882
587,2021/12/08 00:00:00+00,Testing,2462761,675309,68460,1197,34985,Hospitals,345,46,440,145,295,102,20,2189,Public Safety - FEMS,577,18,559,8,26,5015,Public Safety - MPD,917,17,898,15,32,2946,2,Public Safety - DOC - Personnel,246,2,241,0,2,463,3,Public Safety - DOC -Residents,336,1,320,198,199,1145,1,Public Safety - DYRS - Personnel,97,10,86,0,10,307,1,Public Safety - DYRS -Residents,55,1,54,0,1,135,0,Public Safety - OUC -Personnel,79,3,76,1,4,180,Human Services - DHS,,,,,Saint Elizabeths Hospital (SEH-Personnel),293,0,2,468,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,200,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,79,2,260,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,337,,196,DCPS Students Particpating in In-Person Activities,1117,,1072
588,2021/12/09 00:00:00+00,Testing,2473461,676626,68702,1199,34985,Hospitals,345,63,440,146,294,101,18,2189,Public Safety - FEMS,577,18,559,8,26,5015,Public Safety - MPD,917,17,898,15,32,2946,2,Public Safety - DOC - Personnel,246,2,241,0,2,463,3,Public Safety - DOC -Residents,336,1,320,198,199,1145,1,Public Safety - DYRS - Personnel,97,10,86,0,10,307,1,Public Safety - DYRS -Residents,55,1,54,0,1,135,0,Public Safety - OUC -Personnel,79,3,76,1,4,180,Human Services - DHS,,,,,Saint Elizabeths Hospital (SEH-Personnel),293,0,2,468,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,200,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,79,2,260,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,345,,215,DCPS Students Particpating in In-Person Activities,1141,,1242
589,2021/12/10 00:00:00+00,Testing,2482998,677893,69392,1201,34985,Hospitals,345,66,440,140,300,100,18,2131,Public Safety - FEMS,577,18,559,8,26,5015,Public Safety - MPD,917,17,898,15,32,2946,2,Public Safety - DOC - Personnel,246,2,241,0,2,463,3,Public Safety - DOC -Residents,336,1,320,198,199,1145,1,Public Safety - DYRS - Personnel,97,10,86,0,10,307,1,Public Safety - DYRS -Residents,55,1,54,0,1,135,0,Public Safety - OUC -Personnel,79,3,76,1,4,180,Human Services - DHS,669,34,32,25,Saint Elizabeths Hospital (SEH-Personnel),294,0,2,468,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,199,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,79,2,260,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,358,,229,DCPS Students Particpating in In-Person Activities,1161,,1288
590,2021/12/13 00:00:00+00,Testing,241450,679550,69540,1203,34985,Hospitals,345,69,440,143,297,103,18,2073,Public Safety - FEMS,588,28,560,6,34,5026,Public Safety - MPD,931,28,901,16,44,2948,2,Public Safety - DOC - Personnel,256,11,242,0,11,464,3,Public Safety - DOC -Residents,337,1,321,92,93,1229,1,Public Safety - DYRS - Personnel,97,8,88,0,8,309,1,Public Safety - DYRS -Residents,56,2,54,0,2,135,0,Public Safety - OUC -Personnel,81,3,79,0,3,182,Human Services - DHS,670,27,22,25,Saint Elizabeths Hospital (SEH-Personnel),295,0,5,468,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),106,0,197,89,17,Human Services - DDS,450,371,66,Human Services - CFSA,82,5,261,1,DMV Personnel,35,0,33,0,0,60,2,DCPS Personnel Working In-Person,384,,205,DCPS Students Particpating in In-Person Activities,1198,,1212
