Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,East Boston,Week range,11/08/2020 to 11/21/2020,897.1,"per 100,000 residents",421,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Fenway,Week range,11/08/2020 to 11/21/2020,297.9,"per 100,000 residents",163,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Hyde Park,Week range,11/08/2020 to 11/21/2020,537.7,"per 100,000 residents",184,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Jamaica Plain,Week range,11/08/2020 to 11/21/2020,227.8,"per 100,000 residents",92,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Mattapan,Week range,11/08/2020 to 11/21/2020,368.4,"per 100,000 residents",109,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Roslindale,Week range,11/08/2020 to 11/21/2020,470.8,"per 100,000 residents",159,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,Roxbury,Week range,11/08/2020 to 11/21/2020,589,"per 100,000 residents",254,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,South Boston,Week range,11/08/2020 to 11/21/2020,785.7,"per 100,000 residents",315,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,South End,Week range,11/08/2020 to 11/21/2020,450.3,"per 100,000 residents",161,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/08/2020 to 11/21/2020,,West Roxbury,Week range,11/08/2020 to 11/21/2020,337,"per 100,000 residents",96,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Allston/Brighton,Week range,11/15/2020 to 11/28/2020,355.9,"per 100,000 residents",237,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Backbay/North End/Downtown,Week range,11/15/2020 to 11/28/2020,324.8,"per 100,000 residents",181,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Boston,Week range,11/15/2020 to 11/28/2020,469.5,"per 100,000 residents",3190,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Charlestown,Week range,11/15/2020 to 11/28/2020,283.3,"per 100,000 residents",55,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,"Dorchester (02121, 02125)",Week range,11/15/2020 to 11/28/2020,617.6,"per 100,000 residents",397,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,"Dorchester (02122, 02124)",Week range,11/15/2020 to 11/28/2020,513.1,"per 100,000 residents",415,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,East Boston,Week range,11/15/2020 to 11/28/2020,863,"per 100,000 residents",405,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Fenway,Week range,11/15/2020 to 11/28/2020,303.3,"per 100,000 residents",166,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Hyde Park,Week range,11/15/2020 to 11/28/2020,531.8,"per 100,000 residents",182,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Jamaica Plain,Week range,11/15/2020 to 11/28/2020,289.8,"per 100,000 residents",117,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Mattapan,Week range,11/15/2020 to 11/28/2020,297.4,"per 100,000 residents",88,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Roslindale,Week range,11/15/2020 to 11/28/2020,447.1,"per 100,000 residents",151,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,Roxbury,Week range,11/15/2020 to 11/28/2020,521.7,"per 100,000 residents",225,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,South Boston,Week range,11/15/2020 to 11/28/2020,611.1,"per 100,000 residents",245,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,South End,Week range,11/15/2020 to 11/28/2020,425.1,"per 100,000 residents",152,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/15/2020 to 11/28/2020,,West Roxbury,Week range,11/15/2020 to 11/28/2020,477.4,"per 100,000 residents",136,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Allston/Brighton,Week range,11/22/2020 to 12/05/2020,446,"per 100,000 residents",297,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Backbay/North End/Downtown,Week range,11/22/2020 to 12/05/2020,393,"per 100,000 residents",219,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Boston,Week range,11/22/2020 to 12/05/2020,673.8,"per 100,000 residents",4578,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Charlestown,Week range,11/22/2020 to 12/05/2020,509.9,"per 100,000 residents",99,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,"Dorchester (02121, 02125)",Week range,11/22/2020 to 12/05/2020,973.9,"per 100,000 residents",626,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,"Dorchester (02122, 02124)",Week range,11/22/2020 to 12/05/2020,791.3,"per 100,000 residents",640,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,East Boston,Week range,11/22/2020 to 12/05/2020,1161.4,"per 100,000 residents",545,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Fenway,Week range,11/22/2020 to 12/05/2020,427.6,"per 100,000 residents",234,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Hyde Park,Week range,11/22/2020 to 12/05/2020,818.2,"per 100,000 residents",280,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Jamaica Plain,Week range,11/22/2020 to 12/05/2020,435.9,"per 100,000 residents",176,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Mattapan,Week range,11/22/2020 to 12/05/2020,388.6,"per 100,000 residents",115,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Roslindale,Week range,11/22/2020 to 12/05/2020,651.5,"per 100,000 residents",220,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,Roxbury,Week range,11/22/2020 to 12/05/2020,737.4,"per 100,000 residents",318,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,South Boston,Week range,11/22/2020 to 12/05/2020,880.4,"per 100,000 residents",353,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,South End,Week range,11/22/2020 to 12/05/2020,601.3,"per 100,000 residents",215,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/22/2020 to 12/05/2020,,West Roxbury,Week range,11/22/2020 to 12/05/2020,712.6,"per 100,000 residents",203,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Allston/Brighton,Week range,11/29/2020 to 12/12/2020,627.8,"per 100,000 residents",418,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Backbay/North End/Downtown,Week range,11/29/2020 to 12/12/2020,531.2,"per 100,000 residents",296,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Boston,Week range,11/29/2020 to 12/12/2020,893.3,"per 100,000 residents",6069,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Charlestown,Week range,11/29/2020 to 12/12/2020,716,"per 100,000 residents",139,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,"Dorchester (02121, 02125)",Week range,11/29/2020 to 12/12/2020,1283.5,"per 100,000 residents",825,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,"Dorchester (02122, 02124)",Week range,11/29/2020 to 12/12/2020,1096.7,"per 100,000 residents",887,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,East Boston,Week range,11/29/2020 to 12/12/2020,1517.2,"per 100,000 residents",712,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Fenway,Week range,11/29/2020 to 12/12/2020,520.8,"per 100,000 residents",285,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Hyde Park,Week range,11/29/2020 to 12/12/2020,1092.8,"per 100,000 residents",374,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Jamaica Plain,Week range,11/29/2020 to 12/12/2020,562.2,"per 100,000 residents",227,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Mattapan,Week range,11/29/2020 to 12/12/2020,577.9,"per 100,000 residents",171,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Roslindale,Week range,11/29/2020 to 12/12/2020,849.9,"per 100,000 residents",287,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,Roxbury,Week range,11/29/2020 to 12/12/2020,906.6,"per 100,000 residents",391,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,South Boston,Week range,11/29/2020 to 12/12/2020,1282,"per 100,000 residents",514,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,South End,Week range,11/29/2020 to 12/12/2020,696.4,"per 100,000 residents",249,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 11/29/2020 to 12/12/2020,,West Roxbury,Week range,11/29/2020 to 12/12/2020,877.6,"per 100,000 residents",250,Cases,Similar to the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Allston/Brighton,Week range,12/06/2020 to 12/19/2020,654.8,"per 100,000 residents",436,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Backbay/North End/Downtown,Week range,12/06/2020 to 12/19/2020,547.3,"per 100,000 residents",305,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Boston,Week range,12/06/2020 to 12/19/2020,863.1,"per 100,000 residents",5864,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Charlestown,Week range,12/06/2020 to 12/19/2020,618.1,"per 100,000 residents",120,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,"Dorchester (02121, 02125)",Week range,12/06/2020 to 12/19/2020,1117,"per 100,000 residents",718,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,"Dorchester (02122, 02124)",Week range,12/06/2020 to 12/19/2020,1062.1,"per 100,000 residents",859,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,East Boston,Week range,12/06/2020 to 12/19/2020,1547.1,"per 100,000 residents",726,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Fenway,Week range,12/06/2020 to 12/19/2020,416.6,"per 100,000 residents",228,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Hyde Park,Week range,12/06/2020 to 12/19/2020,1011,"per 100,000 residents",346,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Jamaica Plain,Week range,12/06/2020 to 12/19/2020,554.8,"per 100,000 residents",224,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Mattapan,Week range,12/06/2020 to 12/19/2020,642.1,"per 100,000 residents",190,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Roslindale,Week range,12/06/2020 to 12/19/2020,793.6,"per 100,000 residents",268,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,Roxbury,Week range,12/06/2020 to 12/19/2020,957.6,"per 100,000 residents",413,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,South Boston,Week range,12/06/2020 to 12/19/2020,1272,"per 100,000 residents",510,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,South End,Week range,12/06/2020 to 12/19/2020,646,"per 100,000 residents",231,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/06/2020 to 12/19/2020,,West Roxbury,Week range,12/06/2020 to 12/19/2020,891.7,"per 100,000 residents",254,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Allston/Brighton,Week range,12/13/2020 to 12/26/2020,602.2,"per 100,000 residents",401,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Backbay/North End/Downtown,Week range,12/13/2020 to 12/26/2020,497.1,"per 100,000 residents",277,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Boston,Week range,12/13/2020 to 12/26/2020,792.9,"per 100,000 residents",5387,Cases,,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Charlestown,Week range,12/13/2020 to 12/26/2020,540.9,"per 100,000 residents",105,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,"Dorchester (02121, 02125)",Week range,12/13/2020 to 12/26/2020,987.9,"per 100,000 residents",635,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,"Dorchester (02122, 02124)",Week range,12/13/2020 to 12/26/2020,989.1,"per 100,000 residents",800,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,East Boston,Week range,12/13/2020 to 12/26/2020,1314.8,"per 100,000 residents",617,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Fenway,Week range,12/13/2020 to 12/26/2020,347.2,"per 100,000 residents",190,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Hyde Park,Week range,12/13/2020 to 12/26/2020,894.1,"per 100,000 residents",306,Cases,Higher than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Jamaica Plain,Week range,12/13/2020 to 12/26/2020,527.5,"per 100,000 residents",213,Cases,Lower than the rest of Boston,04/29/2022,""
COVID-19 by Neighborhood,COVID-19 Cases and Rates by Neighborhood: 12/13/2020 to 12/26/2020,,Mattapan,Week range,12/13/2020 to 12/26/2020,662.4,"per 100,000 residents",196,Cases,Lower than the rest of Boston,04/29/2022,""
